particip_code,pred_trialN,pred_Cond,pred_Cont,pred_Cat,pred_Obj,pred_predictedValue,pred_acc,pred_rt,rec_session,rec_trialType,rec_Cond,rec_Cat,rec_Obj,rec_response,rec_acc,rec_rt,rec_respConf,rec_rtConf,rec_respCont
27,21,3,4,FruitsAndVegs,cherrytomato,1,0,0.796971573960036,1,old,3,FruitsAndVegs,cherrytomato,0,0,0.946946412790567,4,1.1466331910342,5
27,22,3,6,Instruments,laud2,3,0,0.695257066749036,2,old,3,Instruments,laud2,0,0,0.906361061497591,2,1.87225791017408,1
27,23,1,1,HouseObjects,recyclingbin,2,1,1.29762729909271,2,old,1,HouseObjects,recyclingbin,0,0,2.87001763674198,4,0.0575472838827409,2
27,24,2,4,Instruments,panflute2,1,1,0.62000536872074,1,old,2,Instruments,panflute2,0,0,1.39380895532668,3,0.393348071724176,4
27,25,4,6,FruitsAndVegs,lettuce2,3,1,0.614440767094493,2,old,4,FruitsAndVegs,lettuce2,1,1,1.45499840760021,6,0.321337313333061,3
27,26,1,2,Instruments,harmonica2,2,0,1.07285779668018,1,old,1,Instruments,harmonica2,1,1,1.88289864780381,4,1.82370186829939,4
27,27,4,6,FruitsAndVegs,casabamelon,3,1,0.659946381114423,1,old,4,FruitsAndVegs,casabamelon,1,1,1.2609788631089,5,0.723312282003462,6
27,28,4,5,HouseObjects,safetypin,2,1,0.806600098963827,1,old,4,HouseObjects,safetypin,1,1,1.60450113750994,6,1.06868322286755,5
27,29,4,6,FruitsAndVegs,cherrytomato2,3,1,0.937707890756428,2,old,4,FruitsAndVegs,cherrytomato2,0,0,0.867829000257188,3,0.342077722889371,5
27,30,4,6,FruitsAndVegs,cherrytomato2,3,1,0.588140887673944,2,old,4,FruitsAndVegs,cherrytomato2,0,0,0.867829000257188,3,0.342077722889371,5
27,31,3,6,HouseObjects,spraybottle2,3,0,0.710282775107771,1,old,3,HouseObjects,spraybottle2,1,1,1.56345682684332,4,3.12669652234763,2
27,32,1,3,HouseObjects,dishsoap2,3,0,1.45723387040198,1,old,1,HouseObjects,dishsoap2,1,1,2.26495779398829,6,1.37625592434779,4
27,33,2,6,FruitsAndVegs,iceberglettuce2,3,1,1.09182426845655,2,old,2,FruitsAndVegs,iceberglettuce2,0,0,1.96251414806466,6,1.83923271999811,6
27,34,1,3,Instruments,trumpet2,2,0,0.879074627533555,2,old,1,Instruments,trumpet2,0,0,0.71730700210901,2,0.688392240612302,1
27,35,4,5,HouseObjects,spraybottle,2,1,0.753337718546391,2,old,4,HouseObjects,spraybottle,0,0,0.769758265378186,4,0.22376787365647,3
27,36,4,4,Instruments,keyboard,1,1,0.835890751797706,1,old,4,Instruments,keyboard,1,1,2.10596829978749,2,1.94545407313854,3
27,37,4,5,HouseObjects,key,2,1,0.734340135939419,1,old,4,HouseObjects,key,1,1,2.36637049727142,4,0.28001781925559,1
27,38,4,6,FruitsAndVegs,kiwi2,3,1,0.688597505446523,2,old,4,FruitsAndVegs,kiwi2,1,1,1.16396492152126,3,0.299568975897273,1
27,39,1,2,HouseObjects,ironingboard,2,1,0.851673373486847,1,old,1,HouseObjects,ironingboard,0,0,1.76130584394559,2,1.03731265943497,1
27,40,3,6,Instruments,electricdrumset,3,0,0.726267133839428,1,old,3,Instruments,electricdrumset,1,1,1.83680610451847,5,0.939331086818129,4
27,41,4,4,Instruments,laud,1,1,0.75237489817664,2,old,4,Instruments,laud,0,0,NaN,6,0.508880751702236,6
27,42,3,4,FruitsAndVegs,mango,1,0,0.851216658949852,1,old,3,FruitsAndVegs,mango,1,1,1.1011869115755,4,2.76618024241179,2
27,43,1,3,FruitsAndVegs,coffeebean,1,0,1.07731749629602,1,old,1,FruitsAndVegs,coffeebean,0,0,2.18763644900173,3,1.49120841035619,5
27,44,3,6,HouseObjects,dishsoap,3,0,0.63190912688151,1,old,3,HouseObjects,dishsoap,0,0,1.67161600850523,3,1.07485720468685,1
27,45,1,3,Instruments,pipepiano,2,0,0.890331159811467,2,old,1,Instruments,pipepiano,0,0,1.30721124287811,1,1.16693067789311,6
27,46,4,5,HouseObjects,towel,2,1,0.989349640905857,2,old,4,HouseObjects,towel,0,0,NaN,NaN,6.42492903128732,3
27,47,1,3,FruitsAndVegs,celery,1,0,0.576317632105201,1,old,1,FruitsAndVegs,celery,1,1,1.80678868573159,5,0.571529829408973,6
27,48,4,4,Instruments,trombone2,1,1,0.642732998821884,2,old,4,Instruments,trombone2,0,0,1.55251428595511,2,1.46795094042318,6
27,49,1,1,FruitsAndVegs,endive2,3,1,1.29325034655631,1,old,1,FruitsAndVegs,endive2,1,1,0.984121480956674,5,0.430080216843635,6
27,50,4,5,HouseObjects,sponge,2,1,0.799725650809705,2,old,4,HouseObjects,sponge,0,0,1.40112279873574,4,3.36264397803461,4
27,51,1,3,HouseObjects,flyswatter2,1,0,0.882059627678245,1,old,1,HouseObjects,flyswatter2,1,1,1.632601254154,4,1.23247912153602,1
27,52,1,3,Instruments,harp2,1,1,0.604562716558576,1,old,1,Instruments,harp2,0,0,0.981711543165147,4,0.000100708100944757,4
27,53,4,5,HouseObjects,doormat,2,1,0.678883987944573,1,old,4,HouseObjects,doormat,1,1,1.3375580473803,6,0.999204598832875,5
27,54,1,3,HouseObjects,saw,1,0,0.729319486301392,1,old,1,HouseObjects,saw,1,1,1.67766554886475,5,3.69026015046984,5
27,55,4,6,FruitsAndVegs,casabamelon,3,1,0.723548016045243,1,old,4,FruitsAndVegs,casabamelon,1,1,1.2609788631089,5,0.723312282003462,6
27,56,4,5,HouseObjects,spraybottle,2,1,0.726684718858451,2,old,4,HouseObjects,spraybottle,0,0,0.769758265378186,4,0.22376787365647,3
27,57,2,5,HouseObjects,pan,1,0,0.553089348133653,1,old,2,HouseObjects,pan,1,1,1.83327138004825,2,0.706391081213951,1
27,58,4,5,HouseObjects,garbagebin2,2,1,0.531495806761086,1,old,4,HouseObjects,garbagebin2,1,1,1.40059584518895,2,0.568624690175056,1
27,59,2,4,Instruments,oboe2,1,1,0.749902419280261,2,old,2,Instruments,oboe2,0,0,2.06371036104974,3,0.846058417722816,6
27,60,4,4,Instruments,trumpet,1,1,0.704331697896123,2,old,4,Instruments,trumpet,0,0,3.7027835517365,3,0.265766024356708,3
27,61,4,4,Instruments,drums,1,1,1.11486588977277,1,old,4,Instruments,drums,1,1,2.67193833831698,6,1.12316692899913,5
27,62,2,5,HouseObjects,glassmop2,1,0,1.14112054742873,1,old,2,HouseObjects,glassmop2,1,1,1.30657267663628,1,0.199460025411099,1
27,63,4,6,FruitsAndVegs,greenolive,3,1,1.20022784406319,2,old,4,FruitsAndVegs,greenolive,0,0,1.92525408740039,4,0.344303884339752,1
27,64,1,2,HouseObjects,key2,2,1,1.25079548126087,2,old,1,HouseObjects,key2,0,0,1.11954464556766,4,0.0171575757267419,5
27,65,4,6,FruitsAndVegs,carrot,1,0,1.02104221330956,1,old,4,FruitsAndVegs,carrot,1,1,1.69675678340718,6,0.321062771603465,6
27,66,1,3,FruitsAndVegs,coconut2,1,0,0.855471735820174,1,old,1,FruitsAndVegs,coconut2,0,0,3.9331182972528,6,0.039060618262738,5
27,67,3,4,FruitsAndVegs,mango2,1,0,0.890721162781119,1,old,3,FruitsAndVegs,mango2,1,1,2.10472195735201,6,0.529592295642942,6
27,68,4,5,HouseObjects,towel,2,1,0.725841850508004,2,old,4,HouseObjects,towel,0,0,NaN,NaN,6.42492903128732,3
27,69,4,5,HouseObjects,spraybottle,2,1,0.720218556001782,2,old,4,HouseObjects,spraybottle,0,0,0.769758265378186,4,0.22376787365647,3
27,70,3,5,Instruments,violin2,2,0,0.69054655963555,2,old,3,Instruments,violin2,0,0,NaN,3,0.25788866498624,3
27,71,1,1,Instruments,record,1,1,1.07758947229013,1,old,1,Instruments,record,1,1,1.90344662126154,3,1.146960652899,1
27,72,4,5,HouseObjects,doormat,2,1,0.688098134472966,1,old,4,HouseObjects,doormat,1,1,1.3375580473803,6,0.999204598832875,5
27,73,4,4,Instruments,flutetrans,1,1,0.603193535935134,1,old,4,Instruments,flutetrans,1,1,1.56646523997188,6,1.48470889078453,4
27,74,4,6,FruitsAndVegs,cherrytomato2,3,1,0.653463860508054,2,old,4,FruitsAndVegs,cherrytomato2,0,0,0.867829000257188,3,0.342077722889371,5
27,75,2,6,FruitsAndVegs,lettuce,3,1,0.672050592489541,2,old,2,FruitsAndVegs,lettuce,1,1,0.842348576261429,2,0.857330665312475,3
27,76,4,4,Instruments,drums,1,1,0.803211946040392,1,old,4,Instruments,drums,1,1,2.67193833831698,6,1.12316692899913,5
27,77,1,1,Instruments,triangle,2,0,0.805543947033584,2,old,1,Instruments,triangle,1,1,4.20961229639943,6,1.25181154249003,1
27,78,2,5,HouseObjects,doormat2,2,1,0.872755677439272,2,old,2,HouseObjects,doormat2,0,0,0.708006580010988,5,0.724557020788779,2
27,79,4,4,Instruments,musicstand2,1,1,0.699812663719058,2,old,4,Instruments,musicstand2,0,0,1.65340228093555,2,0.992418671026826,1
27,80,4,5,HouseObjects,thread,2,1,0.845994593109936,2,old,4,HouseObjects,thread,0,0,1.4996633976989,2,0.000100708071840927,2
27,81,4,4,Instruments,trumpet,1,1,0.70463350135833,2,old,4,Instruments,trumpet,0,0,3.7027835517365,3,0.265766024356708,3
27,82,3,5,FruitsAndVegs,ginger,2,0,0.62689809827134,2,old,3,FruitsAndVegs,ginger,0,0,1.10616811254295,5,1.75820987240877,4
27,83,3,6,HouseObjects,rubbergloves,3,0,0.773657014593482,2,old,3,HouseObjects,rubbergloves,0,0,1.00598892275593,2,0.575398430286441,2
27,84,2,5,HouseObjects,knife2,2,1,0.688376845791936,2,old,2,HouseObjects,knife2,0,0,1.00536254423787,5,1.42532480758382,4
27,85,2,6,FruitsAndVegs,casabamelon2,3,1,0.459595057647675,1,old,2,FruitsAndVegs,casabamelon2,1,1,0.976827201899141,2,1.13513354863971,4
27,86,1,3,HouseObjects,recyclingbin2,1,0,1.56583918211982,1,old,1,HouseObjects,recyclingbin2,1,1,2.14084825059399,5,1.81796824373305,5
27,87,4,5,HouseObjects,thread,2,1,0.880290180444717,2,old,4,HouseObjects,thread,0,0,1.4996633976989,2,0.000100708071840927,2
27,88,4,5,HouseObjects,spraybottle,2,1,0.707062682136893,2,old,4,HouseObjects,spraybottle,0,0,0.769758265378186,4,0.22376787365647,3
27,89,3,4,FruitsAndVegs,kiwi,1,0,0.805116418749094,2,old,3,FruitsAndVegs,kiwi,1,1,1.75679482784471,4,0.791795371478656,3
27,90,4,5,HouseObjects,key,2,1,0.76833039149642,1,old,4,HouseObjects,key,1,1,2.36637049727142,4,0.28001781925559,1
27,91,3,5,Instruments,oboe,2,0,0.458773998077959,2,old,3,Instruments,oboe,1,1,2.35538016815553,3,0.357550523214741,1
27,92,3,5,FruitsAndVegs,mushroom,2,0,0.501203525345773,1,old,3,FruitsAndVegs,mushroom,1,1,2.3427281556651,4,1.37352173263207,4
27,93,4,6,FruitsAndVegs,greenolive,3,1,0.6954475780949,2,old,4,FruitsAndVegs,greenolive,0,0,1.92525408740039,4,0.344303884339752,1
27,94,4,4,Instruments,flutetrans2,1,1,0.866001501213759,1,old,4,Instruments,flutetrans2,1,1,1.26239583175629,6,1.24326226161793,4
27,95,1,2,Instruments,saxophone2,2,0,1.19650324899703,1,old,1,Instruments,saxophone2,1,1,3.78424996417016,3,1.38675907021388,3
27,96,3,4,HouseObjects,handbrush,1,0,0.710667004808784,1,old,3,HouseObjects,handbrush,0,0,0.853360714856535,3,1.01465751416981,1
27,97,1,3,HouseObjects,lintroller,1,0,0.793212019838393,2,old,1,HouseObjects,lintroller,1,1,1.429034328321,4,0.935712331585819,2
27,98,4,4,Instruments,flutetrans2,1,1,0.667463564313948,1,old,4,Instruments,flutetrans2,1,1,1.26239583175629,6,1.24326226161793,4
27,99,1,2,FruitsAndVegs,cherry,2,0,0.838034165557474,2,old,1,FruitsAndVegs,cherry,0,0,2.63105086304131,3,1.86604287533555,5
27,100,4,5,HouseObjects,safetypin,2,1,0.792489423416555,1,old,4,HouseObjects,safetypin,1,1,1.60450113750994,6,1.06868322286755,5
27,101,4,6,FruitsAndVegs,casabamelon,3,1,0.722710599657148,1,old,4,FruitsAndVegs,casabamelon,1,1,1.2609788631089,5,0.723312282003462,6
27,102,4,6,FruitsAndVegs,lettuce2,3,1,0.646120830904692,2,old,4,FruitsAndVegs,lettuce2,1,1,1.45499840760021,6,0.321337313333061,3
27,103,4,4,Instruments,flutetrans,1,1,0.504325475543737,1,old,4,Instruments,flutetrans,1,1,1.56646523997188,6,1.48470889078453,4
27,104,4,4,Instruments,trombone2,1,1,0.762615369167179,2,old,4,Instruments,trombone2,0,0,1.55251428595511,2,1.46795094042318,6
27,105,4,4,Instruments,keyboard,1,1,0.517041953746229,1,old,4,Instruments,keyboard,1,1,2.10596829978749,2,1.94545407313854,3
27,106,4,5,HouseObjects,doormat,2,1,0.719760879408568,1,old,4,HouseObjects,doormat,1,1,1.3375580473803,6,0.999204598832875,5
27,107,1,1,HouseObjects,lintroller2,2,1,0.913831098470837,1,old,1,HouseObjects,lintroller2,1,1,1.36515398230404,3,1.19287038221955,1
27,108,1,2,FruitsAndVegs,pineapple,2,0,0.88424922619015,1,old,1,FruitsAndVegs,pineapple,1,1,1.30237693479285,6,1.12666926020756,4
27,109,1,1,HouseObjects,cushion2,2,1,0.982756469398737,2,old,1,HouseObjects,cushion2,0,0,0.863791376497829,3,9.5897150458768e-05,3
27,110,2,4,Instruments,tuba,1,1,0.513245195616037,2,old,2,Instruments,tuba,0,0,1.63668698680704,2,0.0773726612096652,2
27,111,4,6,FruitsAndVegs,cauliflower,3,1,0.771620081737638,1,old,4,FruitsAndVegs,cauliflower,1,1,1.36336721619591,5,0.207410189323127,6
27,112,4,5,HouseObjects,garbagebin2,2,1,0.741999080870301,1,old,4,HouseObjects,garbagebin2,1,1,1.40059584518895,2,0.568624690175056,1
27,113,3,4,HouseObjects,handvacuum2,1,0,0.592363570351154,1,old,3,HouseObjects,handvacuum2,1,1,1.42407814459875,3,0.729671323206276,1
27,114,4,6,FruitsAndVegs,cauliflower,3,1,0.842782519292086,1,old,4,FruitsAndVegs,cauliflower,1,1,1.36336721619591,5,0.207410189323127,6
27,115,4,6,FruitsAndVegs,cauliflower,0,0,NaN,1,old,4,FruitsAndVegs,cauliflower,1,1,1.36336721619591,5,0.207410189323127,6
27,116,2,6,FruitsAndVegs,onion,3,1,0.543647164944559,1,old,2,FruitsAndVegs,onion,0,0,2.20874280715361,5,1.64584436500445,6
27,117,4,6,FruitsAndVegs,cabbage,3,1,0.690226153470576,1,old,4,FruitsAndVegs,cabbage,1,1,2.25784729095176,6,2.64908434217796,3
27,118,4,4,Instruments,drums,1,1,0.765109337400645,1,old,4,Instruments,drums,1,1,2.67193833831698,6,1.12316692899913,5
27,119,4,4,Instruments,drums,1,1,0.711542908567935,1,old,4,Instruments,drums,1,1,2.67193833831698,6,1.12316692899913,5
27,120,4,4,Instruments,trumpet,1,1,0.705824358388782,2,old,4,Instruments,trumpet,0,0,3.7027835517365,3,0.265766024356708,3
27,121,1,2,HouseObjects,glass,3,0,1.52490552235395,1,old,1,HouseObjects,glass,1,1,1.66272996505722,6,1.49367575813085,5
27,122,3,6,Instruments,metronome2,3,0,0.72002579877153,1,old,3,Instruments,metronome2,1,1,1.7187335928902,3,1.30066233221442,1
27,123,2,6,FruitsAndVegs,grape,3,1,0.722451452631503,2,old,2,FruitsAndVegs,grape,0,0,2.75922400905984,3,0.303582224441925,3
27,124,1,3,FruitsAndVegs,cauliflower2,1,0,0.957702291198075,2,old,1,FruitsAndVegs,cauliflower2,0,0,2.74221396745997,1,3.99815005055279,3
27,125,2,4,Instruments,pipepiano2,1,1,0.60079193720594,2,old,2,Instruments,pipepiano2,0,0,3.79973431030521,6,1.49959027211298,6
27,126,4,6,FruitsAndVegs,kiwi2,3,1,0.755223910324275,2,old,4,FruitsAndVegs,kiwi2,1,1,1.16396492152126,3,0.299568975897273,1
27,127,3,4,FruitsAndVegs,cucumber2,1,0,0.74215848185122,2,old,3,FruitsAndVegs,cucumber2,0,0,1.10403656537528,6,1.36575502343476,3
27,128,2,6,FruitsAndVegs,corn2,3,1,0.792570245917887,1,old,2,FruitsAndVegs,corn2,1,1,1.46410318650305,6,2.59886341029778,6
27,129,2,5,HouseObjects,saw2,3,0,1.41118943598121,1,old,2,HouseObjects,saw2,1,1,1.15418918291107,3,2.53588238079101,3
27,130,2,6,FruitsAndVegs,greenolive2,3,1,0.685382223688066,1,old,2,FruitsAndVegs,greenolive2,0,0,1.20336390612647,4,1.18317354191095,6
27,131,1,1,Instruments,gong,3,0,1.54373793071136,1,old,1,Instruments,gong,0,0,1.00709093827754,4,0.000103594735264778,4
27,132,4,4,Instruments,flutetrans,1,1,0.530202958732843,1,old,4,Instruments,flutetrans,1,1,1.56646523997188,6,1.48470889078453,4
27,133,2,4,Instruments,tambourine2,2,0,1.47689246991649,1,old,2,Instruments,tambourine2,1,1,2.43427788326517,4,1.2877739444375,4
27,134,4,5,HouseObjects,towel,2,1,0.727175751235336,2,old,4,HouseObjects,towel,0,0,NaN,NaN,6.42492903128732,3
27,135,1,2,FruitsAndVegs,peppergreen,3,1,1.24955876078457,2,old,1,FruitsAndVegs,peppergreen,1,1,1.88255996059161,1,0.443110044725472,1
27,136,4,6,FruitsAndVegs,cherrytomato2,3,1,0.811974509619176,2,old,4,FruitsAndVegs,cherrytomato2,0,0,0.867829000257188,3,0.342077722889371,5
27,137,1,2,HouseObjects,rug2,3,0,0.79822208546102,1,old,1,HouseObjects,rug2,1,1,1.75168822333217,6,0.685600638389587,6
27,138,1,1,HouseObjects,glass2,2,1,0.968762859236449,2,old,1,HouseObjects,glass2,0,0,1.47555407878826,4,4.14124819630524,2
27,139,4,5,HouseObjects,garbagebin2,2,1,0.771242586895823,1,old,4,HouseObjects,garbagebin2,1,1,1.40059584518895,2,0.568624690175056,1
27,140,4,6,FruitsAndVegs,cabbage,3,1,0.66958292433992,1,old,4,FruitsAndVegs,cabbage,1,1,2.25784729095176,6,2.64908434217796,3
27,141,1,1,Instruments,harp,2,0,1.15186359640211,1,old,1,Instruments,harp,1,1,1.14988984633237,4,0.487578429747373,4
27,142,4,4,Instruments,flutetrans2,1,1,0.690274904482067,1,old,4,Instruments,flutetrans2,1,1,1.26239583175629,6,1.24326226161793,4
27,143,1,1,FruitsAndVegs,onion2,2,0,0.677559067029506,1,old,1,FruitsAndVegs,onion2,0,0,1.25763144250959,5,0.310603885911405,6
27,144,4,6,FruitsAndVegs,lettuce2,3,1,0.743816636968404,2,old,4,FruitsAndVegs,lettuce2,1,1,1.45499840760021,6,0.321337313333061,3
27,145,1,1,Instruments,guitarcase2,2,0,0.818317514378577,2,old,1,Instruments,guitarcase2,0,0,1.64471925701946,1,9.68593521974981e-05,1
27,146,4,4,Instruments,keyboard,1,1,0.684575276449323,1,old,4,Instruments,keyboard,1,1,2.10596829978749,2,1.94545407313854,3
27,147,3,5,FruitsAndVegs,cucumber,2,0,0.806997158098966,1,old,3,FruitsAndVegs,cucumber,1,1,1.2667516162619,5,3.13740814011544,6
27,148,4,4,Instruments,flutetrans2,1,1,1.40213629370555,1,old,4,Instruments,flutetrans2,1,1,1.26239583175629,6,1.24326226161793,4
27,149,1,3,Instruments,electricdrumset2,1,1,1.02849653409794,1,old,1,Instruments,electricdrumset2,1,1,1.47266786266118,2,2.366557801608,3
27,150,4,6,FruitsAndVegs,greenolive,3,1,0.743107189889997,2,old,4,FruitsAndVegs,greenolive,0,0,1.92525408740039,4,0.344303884339752,1
27,151,3,6,Instruments,tambourine,3,0,0.553318346850574,1,old,3,Instruments,tambourine,1,1,0.913402287755162,5,1.11894617043436,4
27,152,4,6,FruitsAndVegs,cabbage,3,1,0.555727963801473,1,old,4,FruitsAndVegs,cabbage,1,1,2.25784729095176,6,2.64908434217796,3
27,153,1,2,FruitsAndVegs,cabbage2,3,1,0.926911601331085,2,old,1,FruitsAndVegs,cabbage2,0,0,1.02871366613545,3,1.12003054597881,3
27,154,2,5,HouseObjects,thread2,2,1,0.745244510471821,1,old,2,HouseObjects,thread2,0,0,0.798907157499343,1,2.39489076565951,2
27,155,4,6,FruitsAndVegs,cabbage,3,1,0.643666312564164,1,old,4,FruitsAndVegs,cabbage,1,1,2.25784729095176,6,2.64908434217796,3
27,156,1,1,HouseObjects,handbrush2,2,1,0.694181671366096,2,old,1,HouseObjects,handbrush2,0,0,0.829262942017522,4,0.303620390885044,3
27,157,4,5,HouseObjects,safetypin,2,1,0.704557809513062,1,old,4,HouseObjects,safetypin,1,1,1.60450113750994,6,1.06868322286755,5
27,158,2,4,Instruments,speaker2,1,1,1.16300370451063,1,old,2,Instruments,speaker2,0,0,1.6454014419578,2,2.21147699933499,1
27,159,4,4,Instruments,trumpet,1,1,0.581344375852495,2,old,4,Instruments,trumpet,0,0,3.7027835517365,3,0.265766024356708,3
27,160,4,6,FruitsAndVegs,cherrytomato2,3,1,0.599857661407441,2,old,4,FruitsAndVegs,cherrytomato2,0,0,0.867829000257188,3,0.342077722889371,5
27,161,4,4,Instruments,trombone2,1,1,0.506210063584149,2,old,4,Instruments,trombone2,0,0,1.55251428595511,2,1.46795094042318,6
27,162,1,1,Instruments,flute2,2,0,0.981189721729606,2,old,1,Instruments,flute2,0,0,NaN,6,0.760988966037985,6
27,163,4,6,FruitsAndVegs,cauliflower,1,0,0.735605722293258,1,old,4,FruitsAndVegs,cauliflower,1,1,1.36336721619591,5,0.207410189323127,6
27,164,1,1,HouseObjects,thermometer,2,1,1.22615119116381,1,old,1,HouseObjects,thermometer,1,1,1.13804766815156,4,0.945425528567284,1
27,165,1,2,HouseObjects,cushion,3,0,0.692444617394358,1,old,1,HouseObjects,cushion,0,0,1.72025094926357,1,1.36202914547175,1
27,166,1,1,FruitsAndVegs,coconut,3,1,1.29506661975756,2,old,1,FruitsAndVegs,coconut,1,1,1.55455314321443,2,0.659507627366111,2
27,167,4,6,FruitsAndVegs,carrot,3,1,0.689228053670377,1,old,4,FruitsAndVegs,carrot,1,1,1.69675678340718,6,0.321062771603465,6
27,168,4,5,HouseObjects,sponge,2,1,0.780342554673553,2,old,4,HouseObjects,sponge,0,0,1.40112279873574,4,3.36264397803461,4
27,169,3,5,FruitsAndVegs,lemon,2,0,0.574761147145182,1,old,3,FruitsAndVegs,lemon,0,0,1.1816039076075,4,0.946630817838013,6
27,170,4,4,Instruments,laud,1,1,0.609323899261653,2,old,4,Instruments,laud,0,0,NaN,6,0.508880751702236,6
27,171,1,2,FruitsAndVegs,pear,3,1,0.85957831563428,2,old,1,FruitsAndVegs,pear,0,0,1.39238653425127,3,2.63849011025741,3
27,172,4,4,Instruments,flutetrans2,1,1,1.03795603662729,1,old,4,Instruments,flutetrans2,1,1,1.26239583175629,6,1.24326226161793,4
27,173,1,2,Instruments,guitarcase,3,0,1.79249134752899,1,old,1,Instruments,guitarcase,0,0,3.23925350280479,4,0.248865991830826,4
27,174,4,4,Instruments,laud,1,1,0.827606711070985,2,old,4,Instruments,laud,0,0,NaN,6,0.508880751702236,6
27,175,4,5,HouseObjects,spraybottle,2,1,0.789917518850416,2,old,4,HouseObjects,spraybottle,0,0,0.769758265378186,4,0.22376787365647,3
27,176,3,6,Instruments,harmonica,3,0,0.824956870172173,2,old,3,Instruments,harmonica,0,0,1.1788931285264,4,0.0584841254749335,1
27,177,1,1,HouseObjects,flyswatter,2,1,1.80404936242849,1,old,1,HouseObjects,flyswatter,1,1,2.23016925062984,6,2.36760561401024,1
27,178,4,5,HouseObjects,sponge,2,1,0.966468382626772,2,old,4,HouseObjects,sponge,0,0,1.40112279873574,4,3.36264397803461,4
27,179,2,4,Instruments,maraca2,1,1,0.833044947125018,1,old,2,Instruments,maraca2,0,0,0.880583003628999,4,3.41351021174341,4
27,180,3,4,HouseObjects,pitcher,1,0,0.955479978118092,2,old,3,HouseObjects,pitcher,0,0,2.57482048144448,5,0.619391498767072,2
27,181,1,1,FruitsAndVegs,ginger2,2,0,1.55035676015541,1,old,1,FruitsAndVegs,ginger2,1,1,1.77698647463694,4,0.0128027535974979,6
27,182,1,3,Instruments,musicsheet,1,1,0.552826352417469,2,old,1,Instruments,musicsheet,1,1,1.07866550906328,1,0.0305074884672649,3
27,183,1,2,HouseObjects,scale,3,0,0.715384247712791,2,old,1,HouseObjects,scale,1,1,1.94925724592758,2,0.541250056528952,2
27,184,4,5,HouseObjects,sponge,2,1,0.781984352972358,2,old,4,HouseObjects,sponge,0,0,1.40112279873574,4,3.36264397803461,4
