particip_code,pred_trialN,pred_Cond,pred_Cont,pred_Cat,pred_Obj,pred_predictedValue,pred_acc,pred_rt,rec_session,rec_trialType,rec_Cond,rec_Cat,rec_Obj,rec_response,rec_acc,rec_rt,rec_respConf,rec_rtConf,rec_respCont
27,185,3,6,Instruments,marimba2,3,0,0.808188976719975,2,old,3,Instruments,marimba2,1,1,2.93451217364054,2,1.46529789219494,1
27,186,2,5,HouseObjects,scale2,2,1,0.779145604465157,1,old,2,HouseObjects,scale2,0,0,NaN,3,3.85317629715428,2
27,187,3,6,Instruments,trombone,3,0,0.57373257772997,1,old,3,Instruments,trombone,0,0,1.1007279525511,2,0.919613152742386,1
27,188,3,4,FruitsAndVegs,brusselssprout,1,0,0.720776619855314,1,old,3,FruitsAndVegs,brusselssprout,1,1,1.70892000896856,3,2.12830592645332,6
27,189,4,4,Instruments,laud,1,1,0.555121149402112,2,old,4,Instruments,laud,0,0,NaN,6,0.508880751702236,6
27,190,4,4,Instruments,musicstand2,1,1,0.414311386179179,2,old,4,Instruments,musicstand2,0,0,1.65340228093555,2,0.992418671026826,1
27,191,4,4,Instruments,flutetrans,1,1,0.496597895398736,1,old,4,Instruments,flutetrans,1,1,1.56646523997188,6,1.48470889078453,4
27,192,3,4,FruitsAndVegs,corn,1,0,0.675119302235544,1,old,3,FruitsAndVegs,corn,0,0,2.72473823139444,5,0.575617807451636,6
27,193,1,3,Instruments,saxophone,1,1,0.797410327475518,2,old,1,Instruments,saxophone,0,0,1.67039179606945,4,0.573712371988222,3
27,194,1,2,Instruments,flute,3,0,0.799831169657409,2,old,1,Instruments,flute,1,1,1.06127989690867,5,0.0884723580384161,1
27,195,2,6,FruitsAndVegs,eggplant2,3,1,0.954215033445507,2,old,2,FruitsAndVegs,eggplant2,1,1,2.68744673937908,3,0.208411176281516,3
27,196,2,5,HouseObjects,safetypin2,2,1,0.940641253720969,2,old,2,HouseObjects,safetypin2,1,1,1.45113205167581,2,2.55138212200836,4
27,197,1,1,Instruments,metronome,2,0,1.34386224392802,1,old,1,Instruments,metronome,0,0,0.966464213561267,4,0.273263964802027,4
27,198,2,6,FruitsAndVegs,lemon2,3,1,0.698144566267729,1,old,2,FruitsAndVegs,lemon2,0,0,1.48205295624211,3,1.82144940737635,3
27,199,3,6,Instruments,timbal2,3,0,0.652735811658204,1,old,3,Instruments,timbal2,0,0,2.03156716842204,4,4.20847820816562,4
27,200,4,6,FruitsAndVegs,carrot,3,1,0.534957085270435,1,old,4,FruitsAndVegs,carrot,1,1,1.69675678340718,6,0.321062771603465,6
27,201,4,6,FruitsAndVegs,kiwi2,3,1,0.489539029542357,2,old,4,FruitsAndVegs,kiwi2,1,1,1.16396492152126,3,0.299568975897273,1
27,202,4,6,FruitsAndVegs,carrot,3,1,0.66045248741284,1,old,4,FruitsAndVegs,carrot,1,1,1.69675678340718,6,0.321062771603465,6
27,203,2,6,FruitsAndVegs,brusselssprout2,3,1,0.64684631396085,1,old,2,FruitsAndVegs,brusselssprout2,0,0,3.39117226423696,6,0.96728559397161,6
27,204,1,2,Instruments,hihat,3,0,1.08126884466037,1,old,1,Instruments,hihat,0,0,1.02465743990615,5,0.206863351166248,4
27,205,3,6,HouseObjects,ironingboard2,3,0,0.627670407295227,1,old,3,HouseObjects,ironingboard2,0,0,2.83557387441397,6,2.86235131509602,1
27,206,4,5,HouseObjects,spraybottle,2,1,0.654111086390913,2,old,4,HouseObjects,spraybottle,0,0,0.769758265378186,4,0.22376787365647,3
27,207,4,6,FruitsAndVegs,carrot,3,1,0.672509872820228,1,old,4,FruitsAndVegs,carrot,1,1,1.69675678340718,6,0.321062771603465,6
27,208,4,5,HouseObjects,towel,2,1,0.651612307410687,2,old,4,HouseObjects,towel,0,0,NaN,NaN,6.42492903128732,3
27,209,2,6,FruitsAndVegs,broccoli,3,1,0.622049678582698,1,old,2,FruitsAndVegs,broccoli,0,0,2.28555163182318,3,1.41157013829798,5
27,210,2,4,Instruments,violin,1,1,0.681130355224013,1,old,2,Instruments,violin,1,1,0.961407642345876,5,0.317938576452434,4
27,211,3,5,Instruments,maraca,2,0,1.04361012112349,2,old,3,Instruments,maraca,0,0,0.817940661130706,5,0.138256781821838,6
27,212,4,5,HouseObjects,key,2,1,0.60594793362543,1,old,4,HouseObjects,key,1,1,2.36637049727142,4,0.28001781925559,1
27,213,4,4,Instruments,laud,1,1,0.657204170711339,2,old,4,Instruments,laud,0,0,NaN,6,0.508880751702236,6
27,214,4,6,FruitsAndVegs,kiwi2,3,1,0.676149474922568,2,old,4,FruitsAndVegs,kiwi2,1,1,1.16396492152126,3,0.299568975897273,1
27,215,4,6,FruitsAndVegs,cauliflower,3,1,0.718545326497406,1,old,4,FruitsAndVegs,cauliflower,1,1,1.36336721619591,5,0.207410189323127,6
27,216,1,2,FruitsAndVegs,orange,3,1,0.872947792522609,1,old,1,FruitsAndVegs,orange,1,1,2.04357644496486,4,0.728579891379923,6
27,217,1,1,FruitsAndVegs,iceberglettuce,2,0,1.38006487023085,2,old,1,FruitsAndVegs,iceberglettuce,1,1,1.18532593653072,3,0.180337679921649,2
27,218,4,5,HouseObjects,sponge,2,1,0.718490161467344,2,old,4,HouseObjects,sponge,0,0,1.40112279873574,4,3.36264397803461,4
27,219,4,6,FruitsAndVegs,cabbage,3,1,0.688871085178107,1,old,4,FruitsAndVegs,cabbage,1,1,2.25784729095176,6,2.64908434217796,3
27,220,1,2,HouseObjects,towel2,3,0,0.852086148690432,2,old,1,HouseObjects,towel2,0,0,3.9381081572501,3,0.445373089693021,3
27,221,4,4,Instruments,keyboard,1,1,1.22239131620154,1,old,4,Instruments,keyboard,1,1,2.10596829978749,2,1.94545407313854,3
27,222,4,6,FruitsAndVegs,lettuce2,3,1,0.680946257896721,2,old,4,FruitsAndVegs,lettuce2,1,1,1.45499840760021,6,0.321337313333061,3
27,223,4,5,HouseObjects,doormat,2,1,1.39520571893081,1,old,4,HouseObjects,doormat,1,1,1.3375580473803,6,0.999204598832875,5
27,224,2,5,HouseObjects,iron,2,1,0.533611638005823,1,old,2,HouseObjects,iron,1,1,1.24855841509998,4,1.1251326603815,5
27,225,2,4,Instruments,drums2,1,1,0.544083994347602,2,old,2,Instruments,drums2,1,1,1.22534328140318,2,9.78215248323977e-05,1
27,226,2,4,Instruments,record2,1,1,0.45042966119945,1,old,2,Instruments,record2,1,1,2.29089461173862,2,2.67926982138306,1
27,227,4,4,Instruments,trombone2,1,1,0.541027793195099,2,old,4,Instruments,trombone2,0,0,1.55251428595511,2,1.46795094042318,6
27,228,2,6,FruitsAndVegs,pineapple2,3,1,0.599253413267434,2,old,2,FruitsAndVegs,pineapple2,0,0,2.32000694051385,5,0.000669676577672362,3
27,229,4,6,FruitsAndVegs,casabamelon,3,1,1.33764464361593,1,old,4,FruitsAndVegs,casabamelon,1,1,1.2609788631089,5,0.723312282003462,6
27,230,1,3,HouseObjects,match2,1,0,0.508186378981918,2,old,1,HouseObjects,match2,0,0,2.15664819176891,3,0.302281679178122,2
27,231,4,6,FruitsAndVegs,carrot,3,1,0.64677286753431,1,old,4,FruitsAndVegs,carrot,1,1,1.69675678340718,6,0.321062771603465,6
27,232,2,4,Instruments,musicsheet2,1,1,0.552882800810039,2,old,2,Instruments,musicsheet2,1,1,1.81428855043487,2,2.84742278754129,6
27,233,3,4,HouseObjects,dustpan2,1,0,0.611447107512504,2,old,3,HouseObjects,dustpan2,1,1,1.35843380351434,5,0.49085400759941,2
27,234,2,5,HouseObjects,vacuumcleaner2,2,1,1.19769121985883,2,old,2,HouseObjects,vacuumcleaner2,0,0,1.11225838481914,3,1.09579999247217,2
27,235,2,5,HouseObjects,teapot2,2,1,0.616218232549727,1,old,2,HouseObjects,teapot2,0,0,1.15970343071967,2,6.76731579005718e-05,2
27,236,1,1,FruitsAndVegs,peanut2,2,0,0.818523100111634,1,old,1,FruitsAndVegs,peanut2,0,0,1.35901367664337,3,2.8288315651007,2
27,237,4,5,HouseObjects,doormat,2,1,0.661068922840059,1,old,4,HouseObjects,doormat,1,1,1.3375580473803,6,0.999204598832875,5
27,238,4,4,Instruments,musicstand2,1,1,0.575449425727129,2,old,4,Instruments,musicstand2,0,0,1.65340228093555,2,0.992418671026826,1
27,239,1,2,FruitsAndVegs,cherry2,3,1,0.881803046446294,1,old,1,FruitsAndVegs,cherry2,0,0,0.684007591102272,4,2.28335978789255,4
27,240,4,5,HouseObjects,towel,2,1,0.628371515311301,2,old,4,HouseObjects,towel,0,0,NaN,NaN,6.42492903128732,3
27,241,3,5,FruitsAndVegs,garlic,2,0,0.494672254659235,2,old,3,FruitsAndVegs,garlic,1,1,4.01571462798165,1,0.135576792614302,1
27,242,1,1,FruitsAndVegs,mushroom2,2,0,0.784960372839123,1,old,1,FruitsAndVegs,mushroom2,0,0,1.85138375777751,2,2.95233525661752,6
27,243,4,4,Instruments,flutetrans,1,1,1.4193471102044,1,old,4,Instruments,flutetrans,1,1,1.56646523997188,6,1.48470889078453,4
27,244,4,5,HouseObjects,doormat,2,1,0.597776789218187,1,old,4,HouseObjects,doormat,1,1,1.3375580473803,6,0.999204598832875,5
27,245,3,5,FruitsAndVegs,orange2,2,0,1.1922908294946,2,old,3,FruitsAndVegs,orange2,0,0,1.39839919074439,5,0.125109568121843,3
27,246,2,6,FruitsAndVegs,pear2,3,1,0.65870324568823,2,old,2,FruitsAndVegs,pear2,1,1,0.861083163355943,1,9.68593521974981e-05,3
27,247,3,4,HouseObjects,glassmop,1,0,0.637158454395831,2,old,3,HouseObjects,glassmop,0,0,1.72942243923899,6,1.84753664539312,3
27,248,4,5,HouseObjects,thread,2,1,0.759378599002957,2,old,4,HouseObjects,thread,0,0,1.4996633976989,2,0.000100708071840927,2
27,249,4,5,HouseObjects,key,2,1,0.993799718562514,1,old,4,HouseObjects,key,1,1,2.36637049727142,4,0.28001781925559,1
27,250,2,5,HouseObjects,wateringcan2,2,1,0.436506931204349,2,old,2,HouseObjects,wateringcan2,0,0,0.790117652039044,2,1.51930371596245,5
27,251,4,5,HouseObjects,safetypin,2,1,0.92657997040078,1,old,4,HouseObjects,safetypin,1,1,1.60450113750994,6,1.06868322286755,5
27,252,4,6,FruitsAndVegs,lettuce2,3,1,0.649013782385737,2,old,4,FruitsAndVegs,lettuce2,1,1,1.45499840760021,6,0.321337313333061,3
27,253,4,5,HouseObjects,towel,2,1,0.899441070389003,2,old,4,HouseObjects,towel,0,0,NaN,NaN,6.42492903128732,3
27,254,2,6,FruitsAndVegs,endive,3,1,1.57423772150651,2,old,2,FruitsAndVegs,endive,0,0,1.37568214480416,3,0.405662679928355,3
27,255,4,4,Instruments,keyboard,1,1,0.745080619119108,1,old,4,Instruments,keyboard,1,1,2.10596829978749,2,1.94545407313854,3
27,256,1,3,FruitsAndVegs,celery2,1,0,1.26728594629094,2,old,1,FruitsAndVegs,celery2,0,0,0.890598324593157,NaN,2.5940829840838,3
27,257,1,2,Instruments,electricguitar,3,0,1.48586895829067,1,old,1,Instruments,electricguitar,0,0,0.639987260568887,4,0.000148175284266472,4
27,258,4,5,HouseObjects,key,2,1,0.648177007678896,1,old,4,HouseObjects,key,1,1,2.36637049727142,4,0.28001781925559,1
27,259,3,4,FruitsAndVegs,grape2,1,0,0.682572341058403,2,old,3,FruitsAndVegs,grape2,0,0,0.973758813168388,4,1.4417456749361,3
27,260,4,5,HouseObjects,garbagebin2,2,1,0.701165807899088,1,old,4,HouseObjects,garbagebin2,1,1,1.40059584518895,2,0.568624690175056,1
27,261,4,5,HouseObjects,garbagebin2,2,1,1.12734791683033,1,old,4,HouseObjects,garbagebin2,1,1,1.40059584518895,2,0.568624690175056,1
27,262,4,6,FruitsAndVegs,kiwi2,3,1,0.857803736347705,2,old,4,FruitsAndVegs,kiwi2,1,1,1.16396492152126,3,0.299568975897273,1
27,263,3,5,Instruments,grandpiano,2,0,0.701007369440049,2,old,3,Instruments,grandpiano,1,1,1.43059209609055,4,0.173788127547596,1
27,264,4,4,Instruments,musicstand2,1,1,0.687269698362798,2,old,4,Instruments,musicstand2,0,0,1.65340228093555,2,0.992418671026826,1
27,265,1,3,FruitsAndVegs,eggplant,1,0,0.62566233985126,2,old,1,FruitsAndVegs,eggplant,0,0,2.44711752023431,3,0.762079435575288,3
27,266,4,4,Instruments,trombone2,1,1,0.764188531786203,2,old,4,Instruments,trombone2,0,0,1.55251428595511,2,1.46795094042318,6
27,267,3,5,FruitsAndVegs,peanut,2,0,0.638469904661179,2,old,3,FruitsAndVegs,peanut,0,0,0.638099144853186,2,0.323319402028574,2
27,268,4,6,FruitsAndVegs,cherrytomato2,3,1,0.585759173613042,2,old,4,FruitsAndVegs,cherrytomato2,0,0,0.867829000257188,3,0.342077722889371,5
27,269,4,4,Instruments,flutetrans2,1,1,0.692024145741016,1,old,4,Instruments,flutetrans2,1,1,1.26239583175629,6,1.24326226161793,4
27,270,2,6,FruitsAndVegs,peppergreen2,3,1,1.67860431456938,1,old,2,FruitsAndVegs,peppergreen2,1,1,1.32541919732466,4,0.89183183806017,6
27,271,3,6,HouseObjects,vacuumcleaner,3,0,0.664837457705289,2,old,3,HouseObjects,vacuumcleaner,0,0,0.971939974144334,1,9.58971795625985e-05,1
27,272,4,4,Instruments,trombone2,1,1,0.651395496446639,2,old,4,Instruments,trombone2,0,0,1.55251428595511,2,1.46795094042318,6
27,273,4,5,HouseObjects,garbagebin2,2,1,0.981759652029723,1,old,4,HouseObjects,garbagebin2,1,1,1.40059584518895,2,0.568624690175056,1
27,274,4,6,FruitsAndVegs,casabamelon,3,1,0.648018568754196,1,old,4,FruitsAndVegs,casabamelon,1,1,1.2609788631089,5,0.723312282003462,6
27,275,1,1,Instruments,gong2,2,0,0.906441563740373,2,old,1,Instruments,gong2,0,0,0.826421948178904,5,0.100503123365343,6
27,276,1,3,HouseObjects,garbagebin,1,0,0.661586575210094,2,old,1,HouseObjects,garbagebin,0,0,0.915532230923418,5,0.993974514451111,6
27,277,4,6,FruitsAndVegs,casabamelon,3,1,0.624178980942816,1,old,4,FruitsAndVegs,casabamelon,1,1,1.2609788631089,5,0.723312282003462,6
27,278,3,6,HouseObjects,thermometer2,3,0,0.58713637245819,1,old,3,HouseObjects,thermometer2,0,0,1.75041910912842,4,0.461903324350715,1
27,279,2,4,Instruments,keyboard2,1,1,0.605650941375643,2,old,2,Instruments,keyboard2,0,0,1.07969375766697,1,0.326112286944408,1
27,280,4,5,HouseObjects,safetypin,2,1,0.592625924386084,1,old,4,HouseObjects,safetypin,1,1,1.60450113750994,6,1.06868322286755,5
27,281,2,4,Instruments,timbal,1,1,0.643022935371846,2,old,2,Instruments,timbal,0,0,1.10654175872332,3,0.386922961217351,1
27,282,3,5,Instruments,electricguitar2,2,0,0.653406770899892,2,old,3,Instruments,electricguitar2,0,0,0.801771884696791,4,0.342482800246216,5
27,283,4,4,Instruments,musicstand2,1,1,0.66380856744945,2,old,4,Instruments,musicstand2,0,0,1.65340228093555,2,0.992418671026826,1
27,284,4,4,Instruments,flutetrans,1,1,0.410236237104982,1,old,4,Instruments,flutetrans,1,1,1.56646523997188,6,1.48470889078453,4
27,285,4,5,HouseObjects,safetypin,2,1,0.692833017092198,1,old,4,HouseObjects,safetypin,1,1,1.60450113750994,6,1.06868322286755,5
27,286,4,5,HouseObjects,thread,2,1,0.599185098428279,2,old,4,HouseObjects,thread,0,0,1.4996633976989,2,0.000100708071840927,2
27,287,1,3,Instruments,musicstand,1,1,0.689424979500473,2,old,1,Instruments,musicstand,0,0,1.37649711041013,2,0.467700773879187,2
27,288,3,4,HouseObjects,pan2,1,0,0.844690519850701,2,old,3,HouseObjects,pan2,0,0,0.980168528854847,2,3.35726796332165,2
27,289,4,4,Instruments,drums,1,1,0.599173231516033,1,old,4,Instruments,drums,1,1,2.67193833831698,6,1.12316692899913,5
27,290,3,5,FruitsAndVegs,leek2,2,0,0.801359430421144,2,old,3,FruitsAndVegs,leek2,1,1,1.22265976422932,6,0.138403674500296,3
27,291,1,2,HouseObjects,match,3,0,0.899774946272373,1,old,1,HouseObjects,match,0,0,1.38633474893868,4,0.298422379419208,5
27,292,4,6,FruitsAndVegs,lettuce2,3,1,0.710179180372506,2,old,4,FruitsAndVegs,lettuce2,1,1,1.45499840760021,6,0.321337313333061,3
27,293,2,4,Instruments,frenchhorn,1,1,0.584569599479437,2,old,2,Instruments,frenchhorn,0,0,2.27818486859906,1,1.09590839798329,1
27,294,4,6,FruitsAndVegs,cabbage,3,1,0.739123127888888,1,old,4,FruitsAndVegs,cabbage,1,1,2.25784729095176,6,2.64908434217796,3
27,295,4,6,FruitsAndVegs,greenolive,3,1,0.742197290062904,2,old,4,FruitsAndVegs,greenolive,0,0,1.92525408740039,4,0.344303884339752,1
27,296,4,6,FruitsAndVegs,greenolive,3,1,0.784766012337059,2,old,4,FruitsAndVegs,greenolive,0,0,1.92525408740039,4,0.344303884339752,1
27,297,3,5,Instruments,panflute,2,0,0.675029498524964,1,old,3,Instruments,panflute,0,0,1.2552955923602,3,0.0421803230419755,3
27,298,2,5,HouseObjects,teapot,2,1,0.637622545473278,2,old,2,HouseObjects,teapot,1,1,2.07378790303483,3,0.752321657724679,2
27,299,4,5,HouseObjects,thread,2,1,0.695754513144493,2,old,4,HouseObjects,thread,0,0,1.4996633976989,2,0.000100708071840927,2
27,300,3,6,HouseObjects,wateringcan,3,0,0.73840438015759,1,old,3,HouseObjects,wateringcan,1,1,1.06550097605214,5,5.38821332156658e-05,1
27,301,3,4,HouseObjects,rug,2,1,0.997513408772647,2,old,3,HouseObjects,rug,0,0,0.905468480137642,5,1.56086567885359,4
27,302,2,5,HouseObjects,sponge2,2,1,1.4476492847316,1,old,2,HouseObjects,sponge2,1,1,1.43014275841415,4,1.67194282868877,1
27,303,2,5,HouseObjects,rubbergloves2,1,0,0.89822936616838,2,old,2,HouseObjects,rubbergloves2,0,0,0.914133864134783,2,0.720639990147902,2
27,304,1,3,FruitsAndVegs,coffeebean2,1,0,0.660430036019534,1,old,1,FruitsAndVegs,coffeebean2,0,0,2.80130394501612,3,2.80591919645667,6
27,305,1,2,Instruments,tuba2,3,0,0.734860674943775,2,old,1,Instruments,tuba2,0,0,0.862937282276107,2,0.165039996179985,2
27,306,4,4,Instruments,musicstand2,1,1,0.641615267843008,2,old,4,Instruments,musicstand2,0,0,1.65340228093555,2,0.992418671026826,1
27,307,1,3,Instruments,speaker,1,1,0.779856013134122,1,old,1,Instruments,speaker,1,1,1.65706786187366,2,2.58317411970347,2
27,308,4,6,FruitsAndVegs,cauliflower,3,1,0.782102059572935,1,old,4,FruitsAndVegs,cauliflower,1,1,1.36336721619591,5,0.207410189323127,6
27,309,1,3,FruitsAndVegs,broccoli2,1,0,0.752479454968125,2,old,1,FruitsAndVegs,broccoli2,1,1,3.49456641488359,3,3.51515351724811,5
27,310,2,6,FruitsAndVegs,carrot2,3,1,0.755072848405689,2,old,2,FruitsAndVegs,carrot2,0,0,2.87864742008969,3,0.435426083335187,2
27,311,2,4,Instruments,triangle2,1,1,0.622193684801459,1,old,2,Instruments,triangle2,1,1,1.40993507578969,4,2.01657321210951,4
27,312,4,4,Instruments,trumpet,1,1,0.593124974519014,2,old,4,Instruments,trumpet,0,0,3.7027835517365,3,0.265766024356708,3
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,FruitsAndVegs,almond3,1,0,1.66033606324345,2,4.44836290040985,6
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,FruitsAndVegs,apple3,1,0,1.40803060214967,5,7.38916644174606,6
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,Instruments,accordion3,0,0,3.3538692262955,3,8.65195163572207,4
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,Instruments,acousticguitar3,0,0,2.25945797888562,3,1.71320234658197,4
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,FruitsAndVegs,apricot3,1,0,1.22769163968042,2,4.68162234965712,2
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,FruitsAndVegs,artichoke3,1,0,1.25407779449597,1,6.24045430263504,2
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,ashtray3,0,0,1.53690325235948,6,2.13000545557588,5
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,ballofstring3,0,0,1.71965407766402,3,4.59407721133903,2
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,FruitsAndVegs,arugula3,0,0,1.37964696390554,3,1.15175037970766,6
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,Instruments,balalaika3,1,0,1.93455450981855,2,0.938295461237431,4
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,barbecuelighter3,0,0,1.1088718357496,3,1.72701987810433,5
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,Instruments,banjo3,0,0,1.0491032009013,3,0.882910835091025,4
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,basket3,0,0,1.12775299418718,6,0.918218314182013,1
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,Instruments,bassdrum3,0,0,1.87332368409261,3,0.663786116521806,4
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,bleachbottle3,0,0,1.70232395129278,2,0.52420858386904,1
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,bottle3,0,0,1.07247260445729,3,2.26929786289111,5
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,broom3,0,0,3.39194232784212,6,1.47658810066059,5
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,bucket3,0,0,3.30471695400774,4,1.11488513369113,1
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,clock3,0,0,0.998247230425477,5,0.731169756036252,1
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,clothesdryingrack3,0,0,1.38151006260887,NaN,0.792094929609448,1
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,FruitsAndVegs,asparagus3,0,0,1.9847895540297,6,0.190881237387657,6
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,FruitsAndVegs,avocado3,0,0,1.02975281933323,6,0.36582365911454,6
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,clothespin3,0,0,1.30515378341079,4,1.13440774520859,1
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,FruitsAndVegs,banana3,0,0,1.21575645077974,5,0.469945858232677,6
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,coffee3,0,0,2.30793063202873,5,1.22069756081328,5
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,FruitsAndVegs,beansprouts3,0,0,2.01960567990318,6,0.629202517215163,6
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,Instruments,bassguitar3,0,0,1.09853161871433,3,0.910059998277575,3
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,cushion3,0,0,1.75388968875632,2,2.41423729853705,1
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,dishsoap3,1,0,1.21897237375379,2,0.937624822836369,1
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,Instruments,cello3,0,0,1.34023386705667,3,2.10326008684933,3
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,doormat3,1,0,1.62485410971567,2,0.658963034395128,1
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,dustpan3,1,0,1.01821372751147,1,0.686175700742751,1
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,FruitsAndVegs,blackberry3,0,0,1.53918682411313,3,5.26735810982063,2
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,Instruments,chime3,0,0,2.39760827971622,5,2.123892090749,5
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,FruitsAndVegs,blackolive3,0,0,2.00692704739049,2,5.20587038248777,2
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,Instruments,clarinet3,1,0,0.941956873051822,3,0.580915885046124,4
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,Instruments,cornet3,1,0,1.06998537154868,NaN,0.181480748578906,2
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,FruitsAndVegs,blueberry3,0,0,1.07289211452007,2,3.23166640102863,2
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,flyswatter3,1,0,0.777982971165329,3,0.769839088432491,3
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,FruitsAndVegs,broccoli3,0,0,1.02536432119086,3,1.49193613836542,3
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,garbagebin3,0,0,1.61542892502621,2,2.58363436162472,5
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,glass3,0,0,0.898645027074963,3,1.79425951186568,5
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,Instruments,cymbal3,0,0,1.12909459276125,5,0.289978937711567,5
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,glassmop3,0,0,0.855443511623889,5,0.000102632213383913,5
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,Instruments,doublebass3,0,0,1.5863573285751,5,0.539027423132211,4
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,Instruments,drums3,0,0,1.10545481741428,4,0.754493295680732,4
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,FruitsAndVegs,brusselssprout3,1,0,2.76480881683528,5,0.551258321385831,6
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,HouseObjects,handbrush3,0,0,1.01193486806005,3,0.934639501851052,3
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,Instruments,electricdrumset3,0,0,1.01326395804062,2,0.468386166263372,3
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,FruitsAndVegs,cabbage3,0,0,1.13839501468465,2,0.815213845577091,2
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,FruitsAndVegs,carrot3,0,0,1.12663430115208,2,0.170621917117387,3
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,FruitsAndVegs,casabamelon3,0,0,1.69251068774611,4,1.63140302058309,3
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,Instruments,electricguitar3,1,0,1.19709979975596,2,3.07159702153876,6
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,Instruments,flute3,0,0,1.20057037938386,4,1.73974148789421,2
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,new,5,FruitsAndVegs,cauliflower3,0,0,0.890855867415667,2,1.04942328575999,3
